,CallNumber,Company,Ticker,Date,Call,1-Day,1-Week,1-Month,1-Year,1-DayIndex,1-WeekIndex,1-MonthIndex,1-YearIndex,Sector,Industry,CurrentPrice,HistoricalPrice,Time Since Recommendation,Years Since Recommendation,Total Yield,Annual Yield,Year,Performance
108,324,Darden Restaurants ,DRI,2017-03-27,Buy,4.60%,1.60%,4.70%,5.0,0.90%,0.10%,1%,13.0,Consumer Cyclical,Restaurants,176.27,75.58,2805 days,7.6796714579055445,133.2230748875364,17.347496649794177,2017,-8.0
109,328,Western Digital ,WDC,2020-03-25,Buy,1.80%,-12.20%,-1.40%,54.0,4.70%,-3.60%,10%,54.0,Technology,Computer Hardware,72.99,41.63,1711 days,4.684462696783025,75.33029065577706,16.080881742853638,2020,0.0
110,332,Constellation Brands ,STZ,2020-04-03,Buy,3.00%,10.80%,15.60%,65.0,2.70%,4.10%,7%,56.0,Consumer Defensive,Beverages - Brewers,240.95,132.17,1702 days,4.659822039698836,82.30309449950822,17.66228276495028,2020,9.0
111,333,Skyworks Solutions ,SWKS,2020-05-04,Buy,0.60%,3.30%,23.30%,68.0,-0.20%,0.20%,9%,48.0,Technology,Semiconductors,87.59,99.62,1671 days,4.574948665297741,-12.075888375828146,-2.6395680606051646,2020,20.0
112,334,Bristol-Myers Squibb ,BMY,2020-11-03,Buy,2.30%,-3.10%,-4.80%,-7.0,0.80%,3.80%,8%,38.0,Healthcare,Drug Manufacturers - General,59.22,61.24,1488 days,4.073921971252567,-3.2984977139124805,-0.8096614852194446,2020,-45.0
113,340,Caterpillar ,CAT,2020-03-09,Negative Mention,-2.00%,-5.90%,17.40%,113.0,1.30%,-12.40%,-3%,38.0,Industrials,Farm & Heavy Construction Machinery,406.11,104.07,1727 days,4.728268309377139,290.22773133467865,61.38140061956652,2020,75.0
114,344,United Continental ,UAL,2020-11-23,Buy,5.30%,0.80%,-3.80%,4.0,0.80%,0.80%,2%,31.0,Industrials,Airlines,96.83,40.93,1468 days,4.0191649555099245,136.57463962863426,33.98084953975386,2020,-27.0
115,348,Boeing ,BA,2020-03-09,Sell,-2.50%,-46.30%,-34.30%,6.0,1.30%,-12.40%,-3%,38.0,Industrials,Aerospace & Defense,155.44,227.17,1727 days,4.728268309377139,-31.575472113395254,-6.678020376037995,2020,-32.0
116,351,Moderna ,MRNA,2020-05-21,Positive Mention,-1.30%,-10.90%,-6.20%,138.0,0.30%,3.00%,6%,44.0,Healthcare,Biotechnology,43.06,67.05,1654 days,4.528405201916495,-35.77926920208799,-7.901075015757339,2020,94.0
117,354,MGM Resorts ,MGM,2020-05-19,Negative Mention,4.40%,9.80%,10.40%,142.0,0.40%,2.20%,4%,42.0,Consumer Cyclical,Resorts & Casinos,38.34,15.16,1656 days,4.5338809034907595,152.9023746701847,33.72439151466484,2020,100.0
118,358,Salesforce ,CRM,2018-05-29,Buy,-2.30%,4.80%,5.50%,20.0,0.80%,1.80%,0%,4.0,Technology,Software - Application,329.99,126.88,2377 days,6.507871321013004,160.08039092055486,24.59796499105287,2018,16.0
119,359,Advanced Micro Devices ,AMD,2020-02-28,Buy,0.10%,-8.80%,0.80%,82.0,3.60%,-11.30%,-15%,28.0,Technology,Semiconductors,137.175,40.86,1737 days,4.75564681724846,235.71953010279006,49.5662397064157,2020,54.0
120,360,Palo Alto Networks ,PANW,2020-11-13,Buy,3.30%,6.30%,12.80%,86.0,0.40%,-1.40%,1%,31.0,Technology,Software - Infrastructure,387.82,86.23,1478 days,4.046543463381246,349.7506668212918,86.43195605986253,2020,55.0
121,365,Visa ,V,2018-11-16,Buy,-4.10%,0.90%,-2.50%,34.0,-1.40%,-0.60%,-5%,18.0,Financial Services,Credit Services,315.08,140.18,2206 days,6.039698836413415,124.76815522899126,20.65800938231598,2018,16.0
122,369,Alphabet ,GOOGL,2017-04-27,Buy,-0.50%,2.80%,7.70%,10.0,-0.30%,0.70%,1%,13.0,Communication Services,Internet Content & Information,168.95,44.57,2774 days,7.594798083504449,279.0666367511779,36.74444451094727,2017,-3.0
123,371,Salesforce ,CRM,2019-06-04,Buy,0.80%,-4.50%,-2.40%,8.0,0.20%,1.90%,6%,12.0,Technology,Software - Application,329.99,150.81,2006 days,5.492128678986996,118.81174988395995,21.633096532959307,2019,-4.0
124,375,Boeing ,BA,2020-04-07,Buy,-0.40%,-0.60%,-9.10%,74.0,2.30%,1.40%,7%,51.0,Industrials,Aerospace & Defense,155.44,141.58,1698 days,4.648870636550308,9.789518293544276,2.10578419123501,2020,23.0
125,377,Marriott International ,MAR,2020-08-10,Positive Mention,-4.10%,-2.60%,3.50%,42.0,-1.20%,1.80%,0%,35.0,Consumer Cyclical,Lodging,289.09,97.13,1573 days,4.306639288158795,197.63203953464426,45.89008419582252,2020,7.0
126,378,Ralph Lauren ,RL,2016-06-10,Positive Mention,-1.40%,2.50%,2.90%,-24.0,-0.40%,0.20%,3%,19.0,Consumer Cyclical,Apparel Manufacturing,231.4,95.8,3095 days,8.473648186173854,141.54488517745304,16.70412578709684,2016,-43.0
127,381,Alexandria Real Estate Eq ,ARE,2020-04-06,Buy,-3.60%,12.40%,9.60%,26.0,-3.30%,7.00%,9%,56.0,Real Estate,REIT - Office,110.23,137.68,1699 days,4.65160848733744,-19.937536316095297,-4.286159587671458,2020,-30.0
128,383,Moderna ,MRNA,2020-02-28,Buy,10.70%,-18.70%,2.00%,427.0,3.60%,-11.30%,-15%,28.0,Healthcare,Biotechnology,43.06,25.93,1737 days,4.75564681724846,66.06247589664483,13.891375544760809,2020,399.0
129,385,Moderna ,MRNA,2020-12-11,Positive Mention,-5.10%,-10.80%,-24.40%,75.0,-1.10%,1.30%,4%,30.0,Healthcare,Biotechnology,43.06,156.93,1450 days,3.969883641341547,-72.5610144650481,-18.27786933335091,2020,45.0
130,386,Apple ,AAPL,2020-03-09,Positive Mention,3.00%,-11.40%,-6.10%,69.0,1.30%,-12.40%,-3%,38.0,Technology,Consumer Electronics,237.33,66.54,1727 days,4.728268309377139,256.67267808836795,54.284710869586796,2020,31.0
131,388,Norwegian Cruise Line ,NCLH,2019-04-30,Buy,-1.20%,-1.10%,-5.70%,-72.0,-1.00%,-1.50%,-6%,2.0,Consumer Cyclical,Travel Services,26.89,56.39,2041 days,5.587953456536619,-52.3142401134953,-9.361967761613993,2019,-74.0
132,390,Equinix ,EQIX,2020-04-06,Buy,-8.10%,10.50%,8.30%,11.0,-3.30%,7.00%,9%,56.0,Real Estate,REIT - Specialty,981.48,652.22,1699 days,4.65160848733744,50.482965870411824,10.852797695213606,2020,-45.0
133,395,Apple ,AAPL,2022-01-27,Buy,2.80%,1.30%,-2.90%,,2.10%,1.50%,-1%,0.0,Technology,Consumer Electronics,237.33,159.22,1038 days,2.841889117043121,49.05790729807814,17.2624283628353,2022,
134,396,Clorox ,CLX,2019-02-01,Buy,1.60%,-1.80%,-0.30%,1.0,0.70%,-0.50%,3%,21.0,Consumer Defensive,Household & Personal Products,167.17,149.86,2129 days,5.8288843258042435,11.550780728680083,1.981645214255707,2019,-20.0
135,402,Tesla ,TSLA,2020-09-14,Buy,3.00%,-5.70%,-0.20%,68.0,-0.30%,-2.50%,3%,34.0,Consumer Cyclical,Auto Manufacturers,345.16,139.87,1538 days,4.210814510609172,146.77200257381855,34.85596485051185,2020,34.0
136,403,McDonald's ,MCD,2018-04-27,Buy,1.70%,-1.50%,-4.10%,21.0,-1.00%,0.90%,2%,13.0,Consumer Cyclical,Restaurants,296.01,158.3,2409 days,6.595482546201232,86.99305116866707,13.189793250043854,2018,8.0
137,407,Medtronic ,MDT,2018-11-16,Positive Mention,-3.90%,1.90%,1.60%,26.0,-1.40%,-0.60%,-5%,18.0,Healthcare,Medical Devices,86.54,93.7,2206 days,6.039698836413415,-7.6414087513340405,-1.2651969838734172,2018,8.0
138,412,Salesforce ,CRM,2018-02-28,Buy,-1.20%,5.80%,-3.50%,38.0,-1.40%,2.40%,-3%,7.0,Technology,Software - Application,329.99,116.25,2467 days,6.754277891854894,183.86236559139786,27.221616956732092,2018,31.0
139,414,Alphabet ,GOOGL,2017-10-26,Positive Mention,0.30%,1.60%,3.70%,0.0,0.50%,0.30%,1%,4.0,Communication Services,Internet Content & Information,168.95,49.57,2592 days,7.096509240246407,240.8311478716966,33.936565108077616,2017,-4.0
140,417,Caterpillar ,CAT,2020-05-15,Sell,2.50%,2.10%,7.50%,118.0,0.70%,1.40%,4%,43.0,Industrials,Farm & Heavy Construction Machinery,406.11,107.92,1660 days,4.544832306639288,276.3065233506301,60.795757622781714,2020,75.0
141,421,Air Products and Chemical ,APD,2020-11-06,Positive Mention,-2.00%,-14.80%,-13.90%,2.0,-2.60%,2.30%,4%,34.0,Basic Materials,Specialty Chemicals,334.33,306.72,1485 days,4.0657084188911705,9.001695357329144,2.214053353040047,2020,-32.0
142,423,Nucor ,NUE,2020-04-16,Negative Mention,1.10%,1.40%,9.50%,120.0,0.40%,-1.30%,3%,47.0,Basic Materials,Steel,154.69,35.51,1689 days,4.6242299794661195,335.6237679526894,72.57938498799277,2020,73.0
143,430,Jacobs Engineering ,J,2020-05-15,Sell,3.20%,4.50%,6.80%,81.0,0.70%,1.40%,4%,43.0,Industrials,Engineering & Construction,141.23,59.74,1660 days,4.544832306639288,136.40776699029124,30.013817405544504,2020,38.0
144,435,Walt Disney ,DIS,2021-08-12,Buy,-2.80%,-3.30%,2.20%,-31.0,0.10%,-0.60%,0%,-2.0,Communication Services,Entertainment,117.47,179.29,1206 days,3.3018480492813143,-34.48045066651793,-10.442773305095916,2021,-29.0
145,440,McDonald's ,MCD,2017-07-24,Buy,0.80%,-3.20%,-0.40%,2.0,-0.10%,0.00%,-1%,17.0,Consumer Cyclical,Restaurants,296.01,151.85,2686 days,7.353867214236824,94.93579189990122,12.909641843424765,2017,-15.0
146,442,Yum! Brands ,YUM,2016-04-20,Positive Mention,-3.70%,-1.50%,-2.10%,13.0,-0.50%,-0.70%,-2%,15.0,Consumer Cyclical,Restaurants,138.94,59.34,3146 days,8.61327857631759,134.1422312099764,15.573887460090235,2016,-2.0
147,443,Lam Research ,LRCX,2019-04-24,Buy,1.00%,0.90%,-12.80%,33.0,0.00%,-0.30%,-4%,-1.0,Technology,Semiconductor Equipment & Materials,73.88,19.54,2047 days,5.604380561259411,278.0962128966223,49.621222159497464,2019,34.0
148,450,Salesforce ,CRM,2016-10-05,Buy,0.30%,-0.90%,7.10%,35.0,0.20%,-1.30%,-1%,20.0,Technology,Software - Application,329.99,68.42,2978 days,8.153319644079398,382.300496930722,46.888937711197514,2016,15.0
149,451,MGM Resorts ,MGM,2016-12-08,Buy,-1.60%,-1.40%,-0.40%,16.0,0.50%,-0.10%,1%,20.0,Consumer Cyclical,Resorts & Casinos,38.34,28.65,2914 days,7.9780971937029435,33.82198952879583,4.239355413655689,2016,-4.0
150,452,Micron Technology ,MU,2018-10-11,Negative Mention,-2.50%,-4.80%,-11.80%,6.0,-0.30%,0.10%,-1%,9.0,Technology,Semiconductors,97.95,41.97,2242 days,6.138261464750171,133.38098641887063,21.72944036105821,2018,-3.0
151,454,Palo Alto Networks ,PANW,2018-11-16,Buy,-3.70%,4.20%,8.10%,52.0,-1.40%,-0.60%,-5%,18.0,Technology,Software - Infrastructure,387.82,56.54,2206 days,6.039698836413415,585.9214715245844,97.01170329753148,2018,34.0
152,460,Tesla ,TSLA,2018-09-07,Sell,4.50%,3.30%,-12.20%,-19.0,-0.20%,0.40%,0%,6.0,Consumer Cyclical,Auto Manufacturers,345.16,17.55,2276 days,6.231348391512663,1866.7236467236467,299.56977678638486,2018,-25.0
153,462,Estee Lauder ,EL,2018-08-17,Buy,-0.40%,-1.60%,-0.20%,45.0,0.00%,1.40%,1%,4.0,Consumer Defensive,Household & Personal Products,72.12,135.94,2297 days,6.288843258042436,-46.94718258055023,-7.465153869197202,2018,41.0
154,468,Applied Materials ,AMAT,2020-11-06,Buy,-2.60%,4.50%,25.40%,116.0,-2.60%,2.30%,4%,34.0,Technology,Semiconductor Equipment & Materials,174.71,70.53,1485 days,4.0657084188911705,147.71019424358428,36.33073969526543,2020,82.0
155,471,Fortinet ,FTNT,2020-05-15,Buy,-2.80%,-4.90%,-6.10%,41.0,0.70%,1.40%,4%,43.0,Technology,Software - Infrastructure,95.05,28.69,1660 days,4.544832306639288,231.3001045660509,50.89298987515066,2020,-2.0
156,474,AT&T ,T,2019-10-25,Buy,0.50%,1.00%,-3.20%,-24.0,0.10%,1.30%,3%,14.0,Communication Services,Telecom Services,23.16,27.87,1863 days,5.100616016427105,-16.899892357373524,-3.3133041779552763,2019,-38.0
157,477,Zebra Technologies ,ZBRA,2020-04-03,Buy,3.80%,3.20%,19.20%,157.0,2.70%,4.10%,7%,56.0,Technology,Communication Equipment,407.0,178.08,1702 days,4.659822039698836,128.54896675651392,27.586668688493955,2020,101.0
158,478,Tesla ,TSLA,2020-05-04,Buy,-2.70%,5.40%,12.50%,337.0,-0.20%,0.20%,9%,48.0,Consumer Cyclical,Auto Manufacturers,345.16,50.75,1671 days,4.574948665297741,580.1182266009853,126.8032209850448,2020,289.0
159,482,Lululemon Athletica ,LULU,2020-09-22,Buy,-2.60%,4.00%,5.40%,36.0,-2.50%,3.80%,7%,39.0,Consumer Cyclical,Apparel Retail,320.66,313.6,1530 days,4.188911704312115,2.2512755102040822,0.537436849739896,2020,-3.0
160,484,Clorox ,CLX,2020-10-30,Positive Mention,0.50%,-9.30%,-5.60%,-22.0,0.00%,7.40%,10%,41.0,Consumer Defensive,Household & Personal Products,167.17,207.25,1492 days,4.084873374401095,-19.33896260554886,-4.734286924716302,2020,-63.0
161,486,Intuit ,INTU,2018-10-11,Buy,1.70%,-0.30%,0.50%,28.0,-0.30%,0.10%,-1%,9.0,Technology,Software - Application,641.73,200.69,2242 days,6.138261464750171,219.76182171508296,35.801964933735086,2018,19.0
162,488,Pfizer ,PFE,2016-11-09,Buy,0.50%,-5.30%,-3.30%,9.0,-0.20%,1.00%,4%,21.0,Healthcare,Drug Manufacturers - General,26.21,30.45,2943 days,8.057494866529774,-13.924466338259437,-1.7281384064047771,2016,-12.0
163,489,Boeing ,BA,2020-11-23,Buy,-0.40%,-2.50%,-0.60%,-4.0,0.80%,0.80%,2%,31.0,Industrials,Aerospace & Defense,155.44,211.53,1468 days,4.0191649555099245,-26.51633338060795,-6.597473274705078,2020,-35.0
164,490,Tyson Foods ,TSN,2019-10-25,Buy,0.80%,0.00%,8.00%,-28.0,0.10%,1.30%,3%,14.0,Consumer Defensive,Farm Products,64.5,78.48,1863 days,5.100616016427105,-17.81345565749236,-3.4924126027370286,2019,-42.0
165,492,Gilead Sciences ,GILD,2016-11-08,Positive Mention,2.20%,-3.10%,-7.40%,-4.0,1.90%,0.70%,5%,22.0,Healthcare,Drug Manufacturers - General,92.58,74.04,2944 days,8.060232717316905,25.04051863857373,3.1066743997075594,2016,-26.0
166,498,Lowe's ,LOW,2020-05-15,Buy,-1.10%,5.90%,9.40%,69.0,0.70%,1.40%,4%,43.0,Consumer Cyclical,Home Improvement Retail,272.43,113.78,1660 days,4.544832306639288,139.43575320794517,30.680065577832515,2020,26.0
167,500,American Express ,AXP,2020-03-09,Sell,1.30%,-16.20%,-7.70%,45.0,1.30%,-12.40%,-3%,38.0,Financial Services,Credit Services,304.68,98.29,1727 days,4.728268309377139,209.98066944755314,44.40963492514116,2020,7.0
168,501,Tesla ,TSLA,2020-01-13,Buy,-1.20%,1.70%,49.50%,694.0,0.00%,1.20%,3%,18.0,Consumer Cyclical,Auto Manufacturers,345.16,34.99,1783 days,4.8815879534565365,886.4532723635324,181.59117090901862,2020,676.0
169,504,Electronic Arts ,EA,2018-11-16,Negative Mention,-3.60%,2.30%,-4.60%,17.0,-1.40%,-0.60%,-5%,18.0,Communication Services,Electronic Gaming & Multimedia,163.67,85.97,2206 days,6.039698836413415,90.38036524368965,14.964382776635379,2018,-1.0
170,505,Constellation Brands ,STZ,2019-01-09,Buy,2.20%,0.30%,8.50%,20.0,1.00%,1.60%,5%,28.0,Consumer Defensive,Beverages - Brewers,240.95,150.94,2152 days,5.891854893908282,59.63296674175169,10.121255159119332,2019,-8.0
171,506,Wynn Resorts ,WYNN,2018-11-16,Negative Mention,-3.50%,7.80%,1.00%,20.0,-1.40%,-0.60%,-5%,18.0,Consumer Cyclical,Resorts & Casinos,94.38,107.76,2206 days,6.039698836413415,-12.416481069042325,-2.055811292143114,2018,2.0
172,511,Autodesk ,ADSK,2018-10-11,Buy,1.80%,-3.60%,-5.80%,9.0,-0.30%,0.10%,-1%,9.0,Technology,Software - Application,291.9,130.89,2242 days,6.138261464750171,123.01168920467569,20.04015141927199,2018,0.0
173,512,Apple ,AAPL,2019-07-30,Buy,-1.60%,-6.60%,-1.60%,83.0,-1.20%,-3.20%,-2%,11.0,Technology,Consumer Electronics,237.33,52.2,1950 days,5.338809034907597,354.6551724137931,66.42964190981432,2019,72.0
174,516,Take-Two Interactive ,TTWO,2018-10-11,Buy,1.80%,-5.10%,-15.50%,-6.0,-0.30%,0.10%,-1%,9.0,Communication Services,Electronic Gaming & Multimedia,188.38,122.26,2242 days,6.138261464750171,54.08146572877473,8.810551006884465,2018,-15.0
175,517,Iron Mountain ,IRM,2020-03-09,Buy,0.10%,-10.50%,-9.70%,31.0,1.30%,-12.40%,-3%,38.0,Real Estate,REIT - Specialty,123.67,29.55,1727 days,4.728268309377139,318.5109983079526,67.3631396247711,2020,-7.0
176,520,Salesforce ,CRM,2017-05-18,Buy,-3.90%,3.90%,0.20%,45.0,0.40%,1.40%,3%,17.0,Technology,Software - Application,329.99,87.75,2753 days,7.537303216974675,276.0569800569801,36.62543115358226,2017,28.0
177,527,Tesla ,TSLA,2020-04-16,Buy,-2.40%,-3.80%,7.90%,374.0,0.40%,-1.30%,3%,47.0,Consumer Cyclical,Auto Manufacturers,345.16,49.68,1689 days,4.6242299794661195,594.7665056360709,128.61957737334214,2020,327.0
178,528,Bunge ,BG,2020-06-04,Buy,-0.80%,-7.30%,-4.70%,118.0,0.70%,-4.70%,0%,34.0,Consumer Defensive,Farm Products,89.74,31.64,1640 days,4.490075290896646,183.62831858407077,40.89648985538527,2020,84.0
179,532,Vertex Pharmaceuticals ,VRTX,2020-01-30,Buy,-4.90%,5.70%,2.30%,2.0,-1.60%,3.30%,-4%,19.0,Healthcare,Biotechnology,468.13,230.31,1766 days,4.8350444900752905,103.26082236984934,21.356747095462897,2020,-17.0
180,536,Wells Fargo ,WFC,2020-06-02,Buy,1.50%,3.10%,-11.60%,63.0,0.60%,2.20%,2%,36.0,Financial Services,Banks - Diversified,76.17,27.4,1642 days,4.4955509924709105,177.992700729927,39.593077918152154,2020,27.0
181,538,Qualcomm ,QCOM,2018-06-06,Buy,-2.20%,-1.90%,-4.30%,18.0,-0.20%,0.50%,1%,6.0,Technology,Semiconductors,158.53,59.84,2369 days,6.485968514715948,164.92312834224597,25.42767945420234,2018,12.0
182,541,Skyworks Solutions ,SWKS,2020-06-15,Buy,-2.60%,0.00%,2.50%,35.0,-0.80%,0.20%,3%,37.0,Technology,Semiconductors,87.59,127.24,1629 days,4.459958932238193,-31.161584407419046,-6.98696666961928,2020,-2.0
183,542,Advanced Micro Devices ,AMD,2018-12-10,Buy,-3.50%,-2.40%,-1.20%,98.0,-1.30%,-3.40%,-1%,21.0,Technology,Semiconductors,137.175,19.99,2182 days,5.973990417522245,586.2181090545274,98.12839795241345,2018,77.0
184,544,Norwegian Cruise Line ,NCLH,2021-03-03,Buy,-4.10%,-8.00%,-9.70%,-47.0,-1.20%,4.50%,8%,16.0,Consumer Cyclical,Travel Services,26.89,33.13,1368 days,3.7453798767967146,-18.83489284636282,-5.028833780799722,2021,-63.0
185,549,Tesla ,TSLA,2020-05-15,Buy,-1.70%,0.60%,21.80%,254.0,0.70%,1.40%,4%,43.0,Consumer Cyclical,Auto Manufacturers,345.16,53.28,1660 days,4.544832306639288,547.8228228228228,120.53752170845544,2020,211.0
186,554,Coca-Cola ,KO,2020-04-03,Negative Mention,2.80%,0.60%,-3.30%,17.0,2.70%,4.10%,7%,56.0,Consumer Defensive,Beverages - Non-Alcoholic,64.08,43.83,1702 days,4.659822039698836,46.201232032854215,9.914806110458285,2020,-39.0
187,557,Tesla ,TSLA,2020-11-23,Buy,2.80%,5.30%,19.20%,101.0,0.80%,0.80%,2%,31.0,Consumer Cyclical,Auto Manufacturers,345.16,173.95,1468 days,4.0191649555099245,98.42483472262147,24.488876622913825,2020,70.0
188,558,Tesla ,TSLA,2020-01-31,Buy,15.80%,-1.10%,-4.70%,438.0,0.20%,3.30%,-5%,18.0,Consumer Cyclical,Auto Manufacturers,345.16,43.37,1765 days,4.832306639288158,695.8496656675122,143.99948463742712,2020,420.0
189,561,Kimberly-Clark ,KMB,2019-04-18,Positive Mention,1.80%,-3.50%,-0.10%,11.0,0.40%,1.10%,-2%,-1.0,Consumer Defensive,Household & Personal Products,139.35,123.55,2053 days,5.620807665982204,12.788344799676242,2.275179219718338,2019,12.0
190,564,Moderna ,MRNA,2021-08-12,Buy,-3.80%,-1.70%,7.70%,-55.0,0.10%,-0.60%,0%,-2.0,Healthcare,Biotechnology,43.06,391.42,1206 days,3.3018480492813143,-88.99902917582136,-26.954307965562812,2021,-53.0
191,566,Applied Materials ,AMAT,2018-07-17,Buy,-1.40%,-4.80%,-9.30%,2.0,0.20%,1.00%,1%,8.0,Technology,Semiconductor Equipment & Materials,174.71,47.3,2328 days,6.373716632443532,269.3657505285413,42.26195892635297,2018,-6.0
192,567,Cisco Systems ,CSCO,2020-05-13,Buy,1.00%,1.80%,3.40%,25.0,2.20%,3.50%,8%,49.0,Technology,Communication Equipment,59.21,41.95,1662 days,4.550308008213553,41.144219308700826,9.042073467209974,2020,-24.0
193,569,MGM Resorts ,MGM,2020-04-13,Sell,4.40%,-12.30%,-10.10%,174.0,1.00%,-3.80%,0%,47.0,Consumer Cyclical,Resorts & Casinos,38.34,13.91,1692 days,4.632443531827516,175.62904385334295,37.91282994529167,2020,127.0
194,570,FedEx ,FDX,2020-09-11,Buy,-1.90%,1.00%,15.70%,12.0,0.30%,-3.00%,5%,34.0,Industrials,Integrated Freight & Logistics,302.67,232.79,1541 days,4.219028062970568,30.018471583830934,7.115020600904769,2020,-22.0
195,572,Verizon ,VZ,2020-03-12,Buy,2.20%,-4.40%,5.70%,7.0,2.40%,-14.50%,3%,50.0,Communication Services,Telecom Services,44.34,51.2,1724 days,4.720054757015743,-13.3984375,-2.838619081714037,2020,-43.0
196,575,Apple ,AAPL,2017-11-02,Buy,-0.90%,1.60%,-1.20%,19.0,0.30%,-0.10%,2%,8.0,Technology,Consumer Electronics,237.33,42.03,2585 days,7.077344284736482,464.66809421841543,65.65571427979738,2017,11.0
197,579,Cisco Systems ,CSCO,2019-05-15,Buy,3.10%,-3.10%,-0.90%,-18.0,0.70%,-1.90%,1%,2.0,Technology,Communication Equipment,59.21,52.44,2026 days,5.546885694729637,12.909992372234942,2.3274307571366304,2019,-20.0
198,580,Uber ,UBER,2020-04-08,Buy,-2.80%,-0.30%,16.70%,113.0,0.20%,0.30%,5%,50.0,Technology,Software - Application,71.96,26.94,1697 days,4.646132785763176,167.11210096510763,35.96799933854187,2020,63.0
199,589,Ford Motor ,F,2021-05-26,Buy,3.50%,7.50%,0.50%,-7.0,-0.20%,-0.10%,2%,0.0,Consumer Cyclical,Auto Manufacturers,11.13,13.9,1284 days,3.515400410677618,-19.92805755395683,-5.6687873999865515,2021,-7.0
200,590,Enphase Energy ,ENPH,2020-04-07,Buy,4.60%,4.40%,51.00%,304.0,2.30%,1.40%,7%,51.0,Technology,Solar,71.35,35.04,1698 days,4.648870636550308,103.62442922374429,22.29023720493086,2020,253.0
201,591,Salesforce ,CRM,2022-03-01,Buy,-2.60%,-3.40%,0.90%,,1.30%,-2.40%,4%,0.0,Technology,Software - Application,329.99,208.89,1005 days,2.751540041067762,57.97309588778784,21.06932663981543,2022,
202,594,3M ,MMM,2020-03-09,Negative Mention,2.90%,-12.30%,-3.60%,25.0,1.30%,-12.40%,-3%,38.0,Industrials,Conglomerates,133.53,120.45,1727 days,4.728268309377139,10.859277708592774,2.2966712119649744,2020,-13.0
203,595,JPMorgan Chase ,JPM,2020-12-18,Buy,0.30%,1.40%,12.50%,28.0,0.80%,1.20%,3%,25.0,Financial Services,Banks - Diversified,249.72,119.08,1443 days,3.9507186858316223,109.70775948941886,27.76906386244646,2020,3.0
204,596,Salesforce ,CRM,2021-08-25,Buy,-0.70%,-1.40%,4.40%,-38.0,-0.50%,1.60%,0%,-8.0,Technology,Software - Application,329.99,260.85,1193 days,3.266255989048597,26.505654590760965,8.114996093273632,2021,-30.0
205,598,NVIDIA ,NVDA,2021-11-10,Buy,-0.30%,4.20%,-7.30%,-46.0,-0.30%,1.30%,1%,-13.0,Technology,Semiconductors,138.25,29.46,1116 days,3.055441478439425,369.2803801765105,120.85990937228536,2021,-33.0
206,604,Zebra Technologies ,ZBRA,2020-11-20,Buy,-1.20%,4.30%,3.60%,66.0,0.10%,1.30%,3%,33.0,Technology,Communication Equipment,407.0,354.99,1471 days,4.027378507871321,14.651116932871346,3.6378793064114614,2020,33.0
207,606,Chevron ,CVX,2020-04-09,Buy,-2.60%,2.70%,10.00%,27.0,-0.50%,4.00%,6%,52.0,Energy,Oil & Gas Integrated,161.93,84.31,1696 days,4.643394934976044,92.06499822085162,19.827087618022436,2020,-25.0
208,607,Merck ,MRK,2021-10-01,Buy,-1.30%,-3.80%,5.70%,9.0,-1.00%,1.40%,7%,-13.0,Healthcare,Drug Manufacturers - General,101.64,81.4,1156 days,3.164955509924709,24.864864864864856,7.8563078649583815,2021,22.0
209,609,Emerson Electric ,EMR,2020-04-16,Buy,3.20%,6.50%,12.70%,87.0,0.40%,-1.30%,3%,47.0,Industrials,Specialty Industrial Machinery,132.6,47.37,1689 days,4.6242299794661195,179.92400253324885,38.908965023842,2020,40.0
210,611,Cisco Systems ,CSCO,2020-03-09,Negative Mention,2.10%,-11.40%,3.70%,25.0,1.30%,-12.40%,-3%,38.0,Technology,Communication Equipment,59.21,37.96,1727 days,4.728268309377139,55.979978925184405,11.839425189590969,2020,-13.0
